created_on,operation,property_type,place_name,place_with_parent_names,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,image_thumbnail
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.567,-58.440854",-34.567,-58.440854,13000.0,ARS,12999.95,2430.81,122,19.924672131147542,3,3,,http://www.properati.com.ar/74zv_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/RmxgahiO8kCDXiLMXl2_hn0yeb0=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_de4afb8a6d0544d7b95ead48798e063a_iList.jpg
2013-05-20,rent,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,3428983,"-34.480842,-58.505909",-34.480842,-58.505909,12000.0,ARS,11999.98,2243.83,200,11.219149999999999,1,3,,http://www.properati.com.ar/74zx_alquiler_departamento_san-isidro,http://cf-thumbs.properati.com.ar/a6dE4OPofZG0Zf38TGCd_Vy-MbE=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_12fee140d74245d788314a58e7fdccfe_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.591115,-58.400833",-34.591115,-58.400833,17000.0,ARS,16999.98,3178.76,310,10.254064516129032,3,5,,http://www.properati.com.ar/751c_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/dmjXVv6wylatNQFJSuvtE7b14N0=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_9f39e055437449ac9122b27e7139c6a4_iList.jpg
2013-05-20,rent,house,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.474949,-58.690372",-34.474949,-58.690372,18000.0,ARS,17999.95,3365.74,320,10.517937499999999,,4,,http://www.properati.com.ar/751n_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/f-2doHEAapkBy7v1t6hqVWUkmTA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6daaaed0159f486fada5e1b6f6c9e429_iList.jpg
2013-05-20,rent,house,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.474949,-58.690372",-34.474949,-58.690372,30000.0,ARS,29999.94,5609.57,320,17.52990625,,4,,http://www.properati.com.ar/751o_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/f-2doHEAapkBy7v1t6hqVWUkmTA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6daaaed0159f486fada5e1b6f6c9e429_iList.jpg
2013-05-20,rent,house,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.474949,-58.690372",-34.474949,-58.690372,25000.0,ARS,24999.94,4674.64,320,14.608250000000002,,4,,http://www.properati.com.ar/751p_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/f-2doHEAapkBy7v1t6hqVWUkmTA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6daaaed0159f486fada5e1b6f6c9e429_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.576241,-58.41998",-34.576241,-58.41998,4900.0,ARS,4899.99,916.23,41,22.347073170731708,11,1,,http://www.properati.com.ar/752e_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/0Bmrt79Brx3c5yoLrx9jcd7yCTI=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_55c0d176f4fb4bbaa9c50e6754527e2c_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.576241,-58.41998",-34.576241,-58.41998,4300.0,ARS,4299.94,804.03,41,19.610487804878048,1,1,,http://www.properati.com.ar/752f_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/fa2r8tuEOHrDoxZDkTD7X942QYA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_5f73c57b60ea40e0908a6442882e70d4_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.542271,-58.46366",-34.542271,-58.46366,4500.0,ARS,4499.96,841.43,60,14.023833333333332,7,1,,http://www.properati.com.ar/752k_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/-vVHoBO3jYdD7MQGND4zdngiqRQ=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_fca4dd03fd0646a4b3737e41303ee916_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.576014,-58.402546",-34.576014,-58.402546,5500.0,USD,29413.96,5500.0,220,25.0,2,3,,http://www.properati.com.ar/754y_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/W5wYDbVxFjt4SBcmIk9VIaiKhHA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_25d92c41db6b485d896d1d3698385ca5_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.592849,-58.379043",-34.592849,-58.379043,5000.0,ARS,4999.94,934.92,61,15.32655737704918,4,1,,http://www.properati.com.ar/755v_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/PchqBE_e88wohQjrwClCGqHUf2Q=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_f9b69075e2b14ec19ec07359bf4891b5_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.566779,-58.433661",-34.566779,-58.433661,15000.0,ARS,14999.94,2804.78,63,44.520317460317465,2,1,,http://www.properati.com.ar/756r_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/FpYJrFSj6RFfTV1JFIq-DnGn0wg=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_0359d86343da4301ba7f1c0b87e7233d_iList.jpg
2013-05-20,rent,house,Córdoba,|Argentina|Córdoba|Córdoba|,3860259,"-31.415806,-64.197624",-31.415806,-64.197624,7000.0,ARS,6999.98,1308.9,170,7.699411764705883,,3,,http://www.properati.com.ar/756x_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/xv-xvLtFacSR8M5vGj3i7x5GocM=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_ccf9e3f22ff04e56b8cd21c51c602683_iList.jpg
2013-05-20,rent,house,San Miguel,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,,"-34.569518,-58.699478",-34.569518,-58.699478,,"","","",,,,6,,http://www.properati.com.ar/7574_alquiler_casa_san-miguel,http://cf-thumbs.properati.com.ar/YxzoBWEUQpKXkFHNTaAZCo02iE4=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_4d5005c1cd19425982a17a066ddd0c3b_iList.jpg
2013-05-20,rent,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.428788,-58.65489",-34.428788,-58.65489,6200.0,ARS,6199.98,1159.31,20,57.9655,,3,,http://www.properati.com.ar/75c4_alquiler_casa_nordelta,http://cf-thumbs.properati.com.ar/mSQXnzL__0gIS5b6PFTs40W9_e0=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_9665324080ed4d76942dd1390cc57d7d_iList.jpg
2013-05-20,rent,house,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.476562,-58.604851",-34.476562,-58.604851,29000.0,ARS,28999.97,5422.59,380,14.269973684210527,,4,,http://www.properati.com.ar/75c7_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/uS_S_W5oA5Vmh8Qa8Q3sTAJEWA8=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_0b411b45307744e9ad02ca073df489f0_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.581206,-58.412261",-34.581206,-58.412261,9000.0,ARS,8999.97,1682.87,80,21.035874999999997,,2,,http://www.properati.com.ar/75dl_alquiler_departamento_capital-federal_ugarteche_3005,http://cf-thumbs.properati.com.ar/eUJdZ33mZ7E7Nq_6jHdxhF5mk4A=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_4ce476d879d04bb3b7d3ef08467bc5d8_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.593014,-58.389673",-34.593014,-58.389673,10500.0,ARS,10499.98,1963.35,122,16.093032786885246,,2,,http://www.properati.com.ar/75dn_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/wtnt1FJ5Mgla47IymGkBgBVDhNg=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_98c527853ab94ce3847f8bacdfe92849_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.581214,-58.412354",-34.581214,-58.412354,1500.0,USD,8021.99,1500.0,69,21.73913043478261,,2,,http://www.properati.com.ar/75do_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/L-ruhlCsOaK5bkyXO8vl60dDbls=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_2A2ABE2ABF9A44649E01640F0D9D87FB_iList.jpg
2013-05-20,rent,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.422576,-58.663988",-34.422576,-58.663988,3400.0,USD,18183.17,3400.0,326,10.429447852760736,,4,,http://www.properati.com.ar/75dq_alquiler_casa_nordelta,http://cf-thumbs.properati.com.ar/RQxXxCXZuHFC6gZuc9_RNZmZKIA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_5e2c77e988254b31b7f46bc77357bffb_iList.jpg
2013-05-20,rent,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.415442,-58.661456",-34.415442,-58.661456,12000.0,USD,64175.92,12000.0,800,15.0,,4,,http://www.properati.com.ar/75ea_alquiler_casa_nordelta,http://cf-thumbs.properati.com.ar/U80NT9UKA-B2bJLmH2YtchLsWSg=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_62d25515ba2e4d6d9ebe985a4c8a1080_iList.jpg
2013-05-20,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.396535,-58.650899",-34.396535,-58.650899,4000.0,ARS,3999.97,747.94,36,20.776111111111113,,1,,http://www.properati.com.ar/75eh_alquiler_departamento_nordelta,http://cf-thumbs.properati.com.ar/sIsn22WhybFsAQun7VatK2Zk0AA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_4ca655e1d1a2458d821bc9c97c343e73_iList.jpg
2013-05-20,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.39526,-58.65077",-34.39526,-58.65077,2500.0,ARS,2499.97,467.46,45,10.388,,1,,http://www.properati.com.ar/75ek_alquiler_departamento_nordelta,http://cf-thumbs.properati.com.ar/aoHGV08nhaaefikP1JFblyimIsI=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_8ee48d3e809444feaa8145b73a6ada40_iList.jpg
2013-05-20,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.396623,-58.648474",-34.396623,-58.648474,7000.0,ARS,6999.98,1308.9,107,12.232710280373833,301,2,,http://www.properati.com.ar/75et_alquiler_departamento_tigre,http://cf-thumbs.properati.com.ar/ckXMeCODd_a1mooK8Oj39EAvzFU=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_486b3511ce504c5d8a9558a91948343b_iList.jpg
2013-05-20,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.427992,-58.65283",-34.427992,-58.65283,3300.0,ARS,3299.97,617.05,70,8.815,101,2,,http://www.properati.com.ar/75fj_alquiler_departamento_nordelta,http://cf-thumbs.properati.com.ar/txQWexNZY3j8Gw-yk2B8CjT_1oQ=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_0b133b92a09141398491f7b6b57338cf_iList.jpg
2013-05-20,rent,house,Mendoza,|Argentina|Mendoza|Mendoza|,3844421,"-32.988381,-68.88853",-32.988381,-68.88853,20000.0,ARS,19999.94,3739.71,530,7.056056603773585,,5,,http://www.properati.com.ar/75ks_alquiler_casa_mendoza,http://cf-thumbs.properati.com.ar/5LUE9UbFimBkgMyh6UnbaOveHhc=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_0834e5b656344ac9b52480c3359df17a_iList.jpg
2013-05-20,rent,house,Mendoza,|Argentina|Mendoza|Mendoza|,3844421,"-32.88921,-68.855224",-32.88921,-68.855224,14000.0,ARS,13999.97,2617.8,380,6.888947368421053,,4,,http://www.properati.com.ar/75kz_alquiler_casa_mendoza,http://cf-thumbs.properati.com.ar/93xVdM_acN4RMsQk3zq_EtZ7Pvc=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_0aa9f29911164ed793abcfe49ea9131e_iList.jpg
2013-05-20,rent,house,Mendoza,|Argentina|Mendoza|Mendoza|,3844421,"-32.901317,-68.846512",-32.901317,-68.846512,7500.0,ARS,7499.97,1402.39,20,70.1195,,3,,http://www.properati.com.ar/75mg_alquiler_casa_mendoza,http://cf-thumbs.properati.com.ar/geNIRi_ppqsxvL7i2K7i1wPca_k=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_c4c6549e740d40049c433469b2f61fbc_iList.jpg
2013-05-20,rent,house,Mendoza,|Argentina|Mendoza|Mendoza|,3844421,"-32.903047,-68.845696",-32.903047,-68.845696,9000.0,ARS,8999.97,1682.87,20,84.14349999999999,,4,,http://www.properati.com.ar/75n5_alquiler_casa_mendoza,http://cf-thumbs.properati.com.ar/4BHlNVDPfVC_sxNZX7b5cNSRh4c=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_2110ff314afb4d4f8eeebb9906fda881_iList.jpg
2013-05-20,rent,apartment,Mendoza,|Argentina|Mendoza|Mendoza|,3844421,"-32.888705,-68.83853",-32.888705,-68.83853,,"","","",,,,3,,http://www.properati.com.ar/75n8_alquiler_departamento_mendoza,http://cf-thumbs.properati.com.ar/cd6Vo_lfaLDC9HY4_nFZfCaEWB0=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6affb017ec994612aed94e765566e657_iList.jpg
2013-05-20,rent,house,Mendoza,|Argentina|Mendoza|Mendoza|,3844421,"-32.90229,-69.250174",-32.90229,-69.250174,750.0,ARS,749.94,140.23,20,7.0115,,2,,http://www.properati.com.ar/75q5_alquiler_casa_mendoza,http://cf-thumbs.properati.com.ar/Wlpm-Cy1zsmt9gMH2VWXbZxb23Y=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_23ef565579654929adbef6ffdc492dc1_iList.jpg
2013-05-20,rent,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,3836277,"-32.901398,-60.690565",-32.901398,-60.690565,9500.0,ARS,9499.96,1776.36,300,5.9212,,4,,http://www.properati.com.ar/75u1_alquiler_casa_santa-fe,http://cf-thumbs.properati.com.ar/3qAxdUmg9Ee6dwIF0peE5XY4mjo=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_c875c8be6c974f6dbefe099cf2061952_iList.jpg
2013-05-20,rent,PH,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,3428983,"-34.5076,-58.56039",-34.5076,-58.56039,3000.0,ARS,2999.95,560.95,46,12.194565217391306,,1,,http://www.properati.com.ar/75wt_alquiler_ph_san-isidro,http://cf-thumbs.properati.com.ar/i9N4f7V7sNUEHrYgxHv6nJCQvvQ=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_0cbd6f6403454f798de5399fe55f0d5f_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.59554,-58.379978",-34.59554,-58.379978,6500.0,ARS,6499.95,1215.4,117,10.388034188034188,,4,,http://www.properati.com.ar/75zc_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/thEHJ44-leKpQOiSfFVqjQeXXfU=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_a7c31ad3aec14a1e968fd17ef97f55e6_iList.jpg
2013-05-20,rent,house,San Agustín,|Argentina|Buenos Aires Interior|Balcarce|San Agustín|,3429345,"-34.401864,-58.646371",-34.401864,-58.646371,14500.0,ARS,14499.96,2711.29,293,9.253549488054608,,5,,http://www.properati.com.ar/767m_alquiler_casa_san-agustin,http://cf-thumbs.properati.com.ar/xCASSyjW_0xErmBkj8ag6q2O5jg=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_7f00ac9758684feeb8d2972ca116489c_iList.jpg
2013-05-20,rent,house,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,3428983,"-34.501216,-58.543353",-34.501216,-58.543353,9000.0,ARS,8999.97,1682.87,190,8.85721052631579,,3,,http://www.properati.com.ar/767t_alquiler_casa_san-isidro,http://cf-thumbs.properati.com.ar/pAX5Unm6Nf0C-bZCC6IgUXQb340=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_d27096435f3c4b8294ee79d0a36a5d48_iList.jpg
2013-05-20,rent,PH,Malvinas Argentinas,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|,,"-34.475536,-58.76617",-34.475536,-58.76617,3700.0,ARS,3699.95,691.84,90,7.687111111111111,,2,,http://www.properati.com.ar/7685_alquiler_ph_malvinas-argentinas,http://cf-thumbs.properati.com.ar/31kNP6EqjoZxXc5HpGU7s785TuA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_5e5a0b9338114fe29298c75dfab327a7_iList.jpg
2013-05-20,rent,house,Vicente López,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,3427504,"-34.507264,-58.486919",-34.507264,-58.486919,15000.0,ARS,14999.94,2804.78,257,10.91354085603113,,6,,http://www.properati.com.ar/768w_alquiler_casa_vicente-lopez,http://cf-thumbs.properati.com.ar/ZIDsjrKo3-d51YEBa_fZxZUiDV8=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_90c7195a2eaa4ad9a44e1a5fb866a393_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.56025,-58.451256",-34.56025,-58.451256,23000.0,ARS,22999.95,4300.67,237,18.146286919831223,,3,,http://www.properati.com.ar/76ac_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/qGbxF4jmoVh7bBgCUdYzZsDNyGw=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_8cf5b6c3c3264b7e922d8e54c55ac96a_iList.jpg
2013-05-20,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,3427753,"-34.425461,-58.660641",-34.425461,-58.660641,4300.0,ARS,4299.94,804.03,80,10.050374999999999,,2,,http://www.properati.com.ar/76e1_alquiler_departamento_tigre,http://cf-thumbs.properati.com.ar/M9HClhJB2ed_bp0Sn5JpNuyvYaw=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_9f29fe69c05a4a1cbd2746b8cf277b31_iList.jpg
2013-05-20,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,3427753,"-34.406485,-58.651114",-34.406485,-58.651114,4200.0,ARS,4199.99,785.34,90,8.726,,1,,http://www.properati.com.ar/76e5_alquiler_departamento_tigre,http://cf-thumbs.properati.com.ar/Hi7b3QKEOAjVnTb4-qCFPoIuoIc=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_5881847a87a647b8802a04078963ff70_iList.jpg
2013-05-20,rent,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.413389,-58.675318",-34.413389,-58.675318,6000.0,ARS,5999.96,1121.91,105,10.684857142857144,32,3,,http://www.properati.com.ar/76e8_alquiler_casa_tigre,http://cf-thumbs.properati.com.ar/4BX3aJNOpeDA-WaNKuGYSxtp_a8=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_c61ebd920f5646b280ba88f1db2962d7_iList.jpg
2013-05-20,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.393808,-58.630085",-34.393808,-58.630085,6500.0,ARS,6499.95,1215.4,133,9.138345864661655,,3,,http://www.properati.com.ar/76eh_alquiler_departamento_capital-federal,http://cf-thumbs.properati.com.ar/1cun3n7JAsQTNM9Q8pGfcT9MlwQ=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_a2282f3c627d42ba94ad31ae9e7de0e7_iList.jpg
2013-05-20,rent,house,San Andres,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Andres|,3429316,"-34.388779,-58.671112",-34.388779,-58.671112,8800.0,ARS,8799.96,1645.47,320,5.14209375,,4,,http://www.properati.com.ar/76er_alquiler_casa_san-andres,http://cf-thumbs.properati.com.ar/NrOIneuR7AGxaoudaEPWz6tooTE=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_3e6b101ed63646eeb224a563b5aa9cf7_iList.jpg
2013-05-20,rent,house,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.407476,-58.660126",-34.407476,-58.660126,,"","","",,,,5,,http://www.properati.com.ar/76es_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/D37zSyLdYb9SuoLPnkcLv21geTg=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_3f71df7aa87542a998f16617d6ddb1d8_iList.jpg
2013-05-20,rent,house,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.407476,-58.660126",-34.407476,-58.660126,,"","","",,,,5,,http://www.properati.com.ar/76ew_alquiler_casa_capital-federal,http://cf-thumbs.properati.com.ar/D37zSyLdYb9SuoLPnkcLv21geTg=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_3f71df7aa87542a998f16617d6ddb1d8_iList.jpg
2013-05-20,rent,house,San Andres,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Andres|,3429316,"-34.38329,-58.685918",-34.38329,-58.685918,12800.0,ARS,12799.99,2393.42,240,9.972583333333334,20,3,,http://www.properati.com.ar/76ey_alquiler_casa_tigre,http://cf-thumbs.properati.com.ar/ZWy3OP5mofa8KA5OFUrwIYyYRZ4=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6c703d6d41ba41abb2a1639688e2d7e6_iList.jpg
2013-05-20,rent,house,San Andres,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Andres|,3429316,"-34.38329,-58.685918",-34.38329,-58.685918,10200.0,ARS,10199.96,1907.25,240,7.946875,20,3,,http://www.properati.com.ar/76ez_alquiler_casa_tigre,http://cf-thumbs.properati.com.ar/ZWy3OP5mofa8KA5OFUrwIYyYRZ4=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6c703d6d41ba41abb2a1639688e2d7e6_iList.jpg
2013-05-20,rent,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.422664,-58.658366",-34.422664,-58.658366,22000.0,ARS,21999.98,4113.69,315,13.059333333333331,,3,,http://www.properati.com.ar/76f2_alquiler_casa_nordelta,http://cf-thumbs.properati.com.ar/42XFGpfakiDxhqbqzIbG5P31PwE=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_ea3c48d6f1794c86b366dc2065b6d2ab_iList.jpg
2013-05-20,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-38.540527,-59.314778",-38.540527,-59.314778,8000.0,ARS,7999.95,1495.88,70,21.369714285714288,,1,,http://www.properati.com.ar/76f9_alquiler_departamento_nordelta,http://cf-thumbs.properati.com.ar/bIO8oKD-XWYYWPa25tFuWzdFEPE=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_2db7ec942d3349879327e1b70704f6fa_iList.jpg
2013-05-20,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,3427753,"-34.396552,-58.650169",-34.396552,-58.650169,2800.0,ARS,2799.99,523.56,43,12.17581395348837,404,1,,http://www.properati.com.ar/76fi_alquiler_departamento_tigre,http://cf-thumbs.properati.com.ar/4L3-52qEh40z-a9LOXYGNSYv_QE=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_2b0f4e2a25974c42be0c2f9e27462d4f_iList.jpg
2013-05-20,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.395163,-58.647455",-34.395163,-58.647455,5700.0,ARS,5699.99,1065.82,85,12.53905882352941,304,2,,http://www.properati.com.ar/76fx_alquiler_departamento_nordelta,http://cf-thumbs.properati.com.ar/S2VaTc2UNTiDUW9tPSTEax2An5w=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_6fa878aa7bc34a858f314fc6591bf166_iList.jpg
2013-05-20,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,3427753,"-34.395862,-58.650942",-34.395862,-58.650942,3600.0,ARS,3599.94,673.14,43,15.654418604651163,104,1,,http://www.properati.com.ar/76fz_alquiler_departamento_tigre,http://cf-thumbs.properati.com.ar/2NyWQTLGOnWDh6MfjTm7pPoNPkA=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_af3bb042b680404ebedea5e8d5813055_iList.jpg
2013-05-20,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,3427753,"-34.42739,-58.65901",-34.42739,-58.65901,2700.0,ARS,2699.98,504.86,65,7.767076923076924,,1,,http://www.properati.com.ar/76g0_alquiler_departamento_tigre,http://cf-thumbs.properati.com.ar/8PxqMiCN0mupMCUmNyE-LwyQh_U=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_56b9c4c72845424b95a3c8c56f398e12_iList.jpg
2013-05-20,rent,apartment,Vicente López,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,3427504,"-34.515183,-58.476451",-34.515183,-58.476451,5950.0,ARS,5949.96,1112.56,160,6.9535,7,3,,http://www.properati.com.ar/76g9_alquiler_departamento_vicente-lopez,http://cf-thumbs.properati.com.ar/fRbeiLCf1sM2y1_tXDGc8XPsKWk=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_e8162c266cbf4b9db169f5fd7b1459de_iList.jpg
2013-05-20,rent,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"-34.404219,-58.654032",-34.404219,-58.654032,7000.0,ARS,6999.98,1308.9,20,65.44500000000001,,2,,http://www.properati.com.ar/76h1_alquiler_casa_nordelta,http://cf-thumbs.properati.com.ar/uWkhHjWAYxNmVFu4Pdk3wq12uwk=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_081f386978174df7a0831c1b5add5d87_iList.jpg
2013-05-20,rent,house,Neuquén,|Argentina|Neuquén|Neuquén|,3843123,"-38.951034,-68.039259",-38.951034,-68.039259,7000.0,ARS,6999.98,1308.9,20,65.44500000000001,,4,,http://www.properati.com.ar/76lc_alquiler_casa_confluencia,http://cf-thumbs.properati.com.ar/qiehbI1oWhdh-VHXKoTiUhWpZ2I=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_afa33ca0c11b4adebb06da3c4a92da4b_iList.jpg
2013-05-20,rent,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,3428983,"-34.466921,-58.514278",-34.466921,-58.514278,5000.0,ARS,4999.94,934.92,67,13.954029850746268,3,1,,http://www.properati.com.ar/76og_alquiler_departamento_san-isidro,http://cf-thumbs.properati.com.ar/sd2CJzcqbY2Nj_gyyIYrwQ366Go=/198x0/smart/remax.com.ar%2FUserImages%2F42%2FL_c279efe7eeeb4d99988e0f99bec161d6_iList.jpg
