created_on,operation,property_type,place_name,place_with_parent_names,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,image_thumbnail
2012-10-12,rent,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,"-34.438116,-58.558919",-34.438116,-58.558919,2600.0,ARS,2599.98,486.16,50,9.7232,2,2,,http://www.properati.com.ar/1fi3_venta_departamento_san-fernando_quirno-costa-1100_,http://cf-thumbs.properati.com.ar/xxkaP_BF12i8qvqicRK-T8l8qxw=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FBET%2FBET5037_2.jpg
2012-10-13,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.582419,-58.405503",-34.582419,-58.405503,2500.0,USD,13369.98,2500.0,67,37.3134328358209,3,3,,http://www.properati.com.ar/1fnn_alquiler_departamento_palermo_cabello_3100,http://cf-thumbs.properati.com.ar/UqIOmC5rgcTSDFpsDZPCKPPXI_w=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FCAZ%2FCAZ765_10.jpg
2012-10-13,rent,house,Banfield,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,3436152,"-34.753725,-58.398149",-34.753725,-58.398149,21000.0,ARS,20999.96,3926.7,450,8.725999999999999,,,,http://www.properati.com.ar/1fqr_venta_casa_banfield_leandro-n-alem-600_,http://cf-thumbs.properati.com.ar/bF8Rdcp1IwZUYDn-s1mTwwfwJxA=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FPIC%2FPIC168_2.jpg
2012-10-18,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",5200.0,ARS,5199.96,972.32,51,19.065098039215687,,1,1000,http://www.properati.com.ar/1fsi_alquiler_departamento_tigre_acceso-tigre_,http://cf-thumbs.properati.com.ar/3bJeEsYRrA-kHBcUaHL_kYAaDIM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FBAU%2FBA4404_2.jpg
2012-10-18,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",4000.0,USD,21391.97,4000.0,470,8.51063829787234,,3,,http://www.properati.com.ar/1g54_alquiler_casa_pilar_sanguinetti-1210_,http://cf-thumbs.properati.com.ar/ix0hp2lEieQFnj3QsxY_W-U5_eU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3943_2.jpg
2012-10-18,rent,house,Maschwitz,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,"-34.39154,-58.723488",-34.39154,-58.723488,,"","","",226,,,,,http://www.properati.com.ar/1g5b_alquiler_casa_maschwitz_las-glorias-500_,http://cf-thumbs.properati.com.ar/6FKdvI6K8sSlc10-FpY_m8YAteU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FARG%2FARG913_2.jpg
2012-10-19,rent,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,,"","","",29500.0,ARS,29499.96,5516.08,435,12.68064367816092,1,4,,http://www.properati.com.ar/1h30_alquiler_departamento_palermo-chico__,http://cf-thumbs.properati.com.ar/Hwpj4hB-b84NZsBCTgUTeJ8cVFM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA321_2.jpg
2012-10-19,rent,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"-34.454475,-58.6189",-34.454475,-58.6189,6900.0,USD,36901.15,6900.0,50,138.0,,,,http://www.properati.com.ar/1h70_alquiler_casa_tigre_isla-decepcion_,http://cf-thumbs.properati.com.ar/SunjYVCkkP_sOVF-N6eLD6FbEu0=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2737_10.jpg
2012-10-21,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",5000.0,USD,26739.96,5000.0,,,,2,,http://www.properati.com.ar/1nw3_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/WrtrVirdPG5i6d_eW9Ejv2qdj48=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31093_2.jpg
2012-10-21,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"","","",3900.0,ARS,3899.97,729.24,66,11.049090909090909,1,,$ 1700,http://www.properati.com.ar/1o8u_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/4FVaKu9vKjsD2Dc0alSbjEb1N5g=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2840_2.jpg
2012-10-22,rent,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",16500.0,ARS,16499.95,3085.26,350,8.815028571428572,,,,http://www.properati.com.ar/1v8y_alquiler_casa_tigre__,http://cf-thumbs.properati.com.ar/GrYp_7lifMHqlzEWvLFdyyvnH5I=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM5433_2.jpg
2012-10-22,rent,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",6300.0,USD,33692.36,6300.0,450,14.0,,,,http://www.properati.com.ar/1v90_alquiler_casa_tigre__,http://cf-thumbs.properati.com.ar/Okrgd36sKCdHfgH0pAvbqt7vLeY=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2720_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1000.0,USD,5347.99,1000.0,101,9.900990099009901,,2,,http://www.properati.com.ar/1v96_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/0XvwP5BJiwm1HPvDjLUYMSdXFsA=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3952_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",12000.0,ARS,11999.98,2243.83,180,12.465722222222222,,2,,http://www.properati.com.ar/1vhf_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/rnwISYtCBEp8RMI5U5CvSbdEZyw=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31101_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",4000.0,USD,21391.97,4000.0,450,8.88888888888889,,,,http://www.properati.com.ar/1vhg_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/WFl3qq2AAnXLqD4bBqXCALTP3dU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31102_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",2500.0,USD,13369.98,2500.0,300,8.333333333333334,,2,,http://www.properati.com.ar/1vhh_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/yK9JpCnm2p_RD1dyutyRzdcVgPw=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31103_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1700.0,USD,9091.58,1700.0,150,11.333333333333334,,,,http://www.properati.com.ar/1vhi_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/8HcPl_eO_ehPcNx0hwkcjBbSNUU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31104_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1000.0,USD,5347.99,1000.0,120,8.333333333333334,,,,http://www.properati.com.ar/1vhj_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/3mOcdrGmP8SdTBWD2MTiWphxbjQ=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31105_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",5000.0,USD,26739.96,5000.0,380,13.157894736842104,,3,,http://www.properati.com.ar/1vin_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/Bne7xxmXwzj4ReRzOK_d38EV6wQ=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3910_10.jpg
2012-10-22,rent,apartment,Olivos,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,3430310,"-34.50999,-58.47865",-34.50999,-58.47865,6000.0,ARS,5999.96,1121.91,74,15.160945945945947,17,3,1038,http://www.properati.com.ar/1vmd_venta_departamento_vicente-lopez_av-del-libertador_,http://cf-thumbs.properati.com.ar/CMZcTYQyjrfgw7YrfDLgu0YLCvo=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FCHO%2FCH1813_2.jpg
2012-10-22,rent,house,Luján,|Argentina|Buenos Aires Interior|Luján|Luján|,3430982,"-34.484812,-59.069101",-34.484812,-59.069101,10000.0,ARS,9999.94,1869.85,,,,,,http://www.properati.com.ar/1w79_alquiler_casa_lujan_buenos-aires-100_,http://cf-thumbs.properati.com.ar/pLRLni2c1IIseFVzshVtI0eD9bk=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FSIR%2FSIR212_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"-34.463224,-58.855375",-34.463224,-58.855375,2500.0,USD,13369.98,2500.0,,,,2,,http://www.properati.com.ar/22p3_alquiler_casa_pilar_las-camelias_,http://cf-thumbs.properati.com.ar/ZfcsSKnED3oqgEViOLaXpCJ0Phs=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31246_2.jpg
2012-10-23,rent,house,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,"-34.451317,-58.529152",-34.451317,-58.529152,22000.0,ARS,21999.98,4113.69,,,,3,,http://www.properati.com.ar/22qe_alquiler_casa_san-fernando_gaspar-campos_,http://cf-thumbs.properati.com.ar/2R-FSOSLFCBeaHpVdqghLEaL8ig=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAMP999_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1400.0,USD,7487.19,1400.0,150,9.333333333333334,,,,http://www.properati.com.ar/22ql_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/L-hjYkXEfNLCd-jwRReiL3GS8Es=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31072_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",3500.0,USD,18717.97,3500.0,500,7.0,,,,http://www.properati.com.ar/22qm_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/hsgoVi37-fKlVNlJf4quas_Wqgc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31073_2.jpg
2012-10-23,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.572252,-58.440719",-34.572252,-58.440719,3600.0,ARS,3599.94,673.14,70,9.616285714285715,1,1,790,http://www.properati.com.ar/22v3_alquiler_departamento_belgrano_cabildo-av-_400,http://cf-thumbs.properati.com.ar/ePw03lw0LBcwoawPcxctklJUxRg=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FCA5%2FCA51129_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"-34.458569,-58.906204",-34.458569,-58.906204,2500.0,USD,13369.98,2500.0,300,8.333333333333334,,3,,http://www.properati.com.ar/22wz_alquiler_casa_pilar_las-camelias_,http://cf-thumbs.properati.com.ar/_Mp49jCsKaSJMB-SVVdA-a7By1k=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31249_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",2100.0,USD,11230.78,2100.0,230,9.130434782608695,,2,,http://www.properati.com.ar/22y4_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/WAMMb-KirbgGB3RVXCPg1DvnaHU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31224_2.jpg
2012-10-23,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",900.0,USD,4813.19,900.0,40,22.5,,,,http://www.properati.com.ar/22yu_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/eeHuKy63B3UgeEcDBgqVj8tjl7M=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2854_2.jpg
2012-10-23,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"","","",11000.0,ARS,10999.96,2056.84,180,11.42688888888889,,,,http://www.properati.com.ar/22z3_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/kTxi1F5jmnDtsEbvhQ9d9GFRfGM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2841_2.jpg
2012-10-23,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",4300.0,ARS,4299.94,804.03,71,11.324366197183098,,,,http://www.properati.com.ar/22z7_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/JmEquBWl58irPK71LUq4cn4zTj4=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2813_2.jpg
2012-10-23,rent,apartment,Malvinas Argentinas,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Malvinas Argentinas|,,"","","",750.0,USD,4010.99,750.0,,,,,,http://www.properati.com.ar/22zf_alquiler_departamento_malvinas-argentinas__,http://cf-thumbs.properati.com.ar/lFi5T0NaI4-JllsL0xTyV5AnKoM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31144_2.jpg
2012-10-23,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",3700.0,ARS,3699.95,691.84,70,9.883428571428572,,1,700,http://www.properati.com.ar/22zu_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/-Eo4W4_sppbb0ATG5Rcyhf-n78g=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FBAU%2FBA4405_2.jpg
