created_on,operation,property_type,place_name,place_with_parent_names,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,image_thumbnail
2012-08-08,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",,"","","",500,,,3,,http://www.properati.com.ar/y0_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/vxqI5JwLzTpjEI3YndyjtcloeJ4=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3931_2.jpg
2012-09-19,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",2200.0,USD,12668.06,2200.0,230,9.565217391304348,,,,http://www.properati.com.ar/u86_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/KQoG8ZzzuS-dqEW_cYf8lqBmJ3Y=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31190_2.jpg
2012-09-27,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.576888,-58.423476",-34.576888,-58.423476,15000.0,ARS,15150.54,2631.12,120,21.926,9,4,2500,http://www.properati.com.ar/w7u_alquiler_departamento_palermo_juncal_4600,http://cf-thumbs.properati.com.ar/cS1xllj01GT5sNVZMKZIfTpffYA=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA324_2.jpg
2012-10-08,rent,house,Luján,|Argentina|Buenos Aires Interior|Luján|Luján|,3430982,"-34.484812,-59.069101",-34.484812,-59.069101,16000.0,ARS,16160.53,2806.52,,,,,,http://www.properati.com.ar/12io_alquiler_casa_lujan_buenos-aires-100_,http://cf-thumbs.properati.com.ar/tfQYV1vXG8TEQDEI9MiD4m4Kotw=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FSIR%2FSIR213_2.jpg
2012-10-10,rent,apartment,Puerto Madero,|Argentina|Capital Federal|Puerto Madero|,3429760,"-34.609439,-58.362846",-34.609439,-58.362846,25000.0,ARS,25250.91,4385.2,200,21.926,14,4,,http://www.properati.com.ar/13kc_alquiler_departamento_puerto-madero__,http://cf-thumbs.properati.com.ar/as3bBzKhckwOR5hX3m1mnPhC1gM=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA331_2.jpg
2012-10-10,rent,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",22000.0,ARS,22220.76,3858.97,350,11.025628571428571,,,,http://www.properati.com.ar/148s_alquiler_casa_tigre__,http://cf-thumbs.properati.com.ar/WII73bztA4Lo2BIg3dXwfhPZtEA=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2589_2.jpg
2012-10-10,rent,house,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,,"-34.579306,-58.434735",-34.579306,-58.434735,15000.0,ARS,15150.54,2631.12,195,13.492923076923077,,,,http://www.properati.com.ar/14cc_alquiler_casa_palermo-hollywood_carranza-angel-justiniano_2100,http://cf-thumbs.properati.com.ar/L892tU4G2E5ahFUd0b9_cv-5zVE=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FCAZ%2FCAZ688_2.jpg
2012-10-10,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",4500.0,USD,25911.95,4500.0,490,9.183673469387756,,3,,http://www.properati.com.ar/14fk_alquiler_casa_pilar_bahia-blanca_,http://cf-thumbs.properati.com.ar/E87SbrQ8c0xM97bemLGjaMP378Y=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3786_2.jpg
2012-10-10,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",4000.0,USD,23032.85,4000.0,500,8.0,,4,,http://www.properati.com.ar/14fl_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/6di5_6af_bFIPZ8cpx-jRnxMW1c=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3784_2.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.585293,-58.418672",-34.585293,-58.418672,23500.0,ARS,23735.81,4122.08,280,14.721714285714285,7,5,3000,http://www.properati.com.ar/1690_alquiler_departamento_palermo_malabia_2400,http://cf-thumbs.properati.com.ar/EEpOwY1K3UyrgwHVorbtk8YgAKQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA303_2.jpg
2012-10-10,rent,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,,"-34.56511,-58.434415",-34.56511,-58.434415,5500.0,USD,31670.16,5500.0,200,27.5,1,4,,http://www.properati.com.ar/1771_alquiler_departamento_las-canitas_del-libertador-av-_4800,http://cf-thumbs.properati.com.ar/Sztrxlvk4JDb7EpP8OiLrmN04GQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA210_2.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.56511,-58.434415",-34.56511,-58.434415,38000.0,ARS,38381.36,6665.5,190,35.08157894736842,19,4,,http://www.properati.com.ar/177b_alquiler_departamento_palermo_del-libertador-av-_4800,http://cf-thumbs.properati.com.ar/1H5NE6FyjbRyCRoj-YNZukH-ESI=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA194_2.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.576888,-58.423476",-34.576888,-58.423476,15000.0,ARS,15150.54,2631.12,120,21.926,5,3,,http://www.properati.com.ar/177e_alquiler_departamento_palermo_juncal_4600,http://cf-thumbs.properati.com.ar/czxhhIPEmi154NmxXkHn7A7F6Ec=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA179_2.jpg
2012-10-10,rent,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,,"-34.582473,-58.432722",-34.582473,-58.432722,2300.0,USD,13243.88,2300.0,85,27.058823529411764,25,3,,http://www.properati.com.ar/177g_alquiler_departamento_palermo-hollywood_humboldt_2000,http://cf-thumbs.properati.com.ar/Y4Iw4PvGH4aowVYFEqhebYdAZ0E=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA191_2.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.575551,-58.422419",-34.575551,-58.422419,6500.0,USD,37428.38,6500.0,300,21.666666666666668,27,5,5200,http://www.properati.com.ar/177i_alquiler_departamento_palermo_godoy-cruz_3000,http://cf-thumbs.properati.com.ar/3b6p1HgnIUamsNQ94gDGqXeNel8=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA188_2.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.587595,-58.40918",-34.587595,-58.40918,6500.0,USD,37428.38,6500.0,259,25.096525096525095,19,5,,http://www.properati.com.ar/177k_alquiler_departamento_palermo_diaz-cnel-av-_2100,http://cf-thumbs.properati.com.ar/WnQU7ddTeCIQV0ND4NTiWaiALmI=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA168_2.jpg
2012-10-10,rent,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,,"-34.577764,-58.403441",-34.577764,-58.403441,26000.0,ARS,26260.9,4560.6,255,17.884705882352943,4,4,,http://www.properati.com.ar/177p_alquiler_departamento_palermo-chico_figueroa-alcorta-pres-av-_3400,http://cf-thumbs.properati.com.ar/KG7XhRiltTEFgTViJ-hcmR2artA=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA157_2.jpg
2012-10-10,rent,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,3429595,"-34.592715,-58.392958",-34.592715,-58.392958,5500.0,ARS,5555.17,964.74,60,16.079,11,2,$ 1475 c/cable y agu,http://www.properati.com.ar/17gm_alquiler_departamento_recoleta_callao-av-_1400,http://cf-thumbs.properati.com.ar/z6HA05JLMnT4_vtxLWbakVotbI4=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3297_2.jpg
2012-10-10,rent,apartment,Villa Ortuzar,|Argentina|Capital Federal|Villa Ortuzar|,3427387,"-34.581781,-58.46623",-34.581781,-58.46623,6000.0,ARS,6060.17,1052.44,78,13.492820512820513,1,3,,http://www.properati.com.ar/17gt_alquiler_departamento_villa-ortuzar_tronador_1000,http://cf-thumbs.properati.com.ar/9DFdtXgFL8g4NbbqDSmibQ2CPYg=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLU2471_10.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.577764,-58.403441",-34.577764,-58.403441,12500.0,ARS,12625.45,2192.6,86,25.495348837209303,3,3,$1500,http://www.properati.com.ar/1d0z_alquiler_departamento_palermo_figueroa-alcorta-pres-av-_3400,http://cf-thumbs.properati.com.ar/dZyB2eD08xnnamcmnEfbhC6gDcM=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FCAZ%2FCAZ546_10.jpg
2012-10-10,rent,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,3429595,"-34.59446,-58.384302",-34.59446,-58.384302,15000.0,ARS,15150.54,2631.12,156,16.866153846153846,9,4,$3000,http://www.properati.com.ar/1d6a_alquiler_departamento_recoleta_arenales_1200,http://cf-thumbs.properati.com.ar/E-arxg3ovd93xDXuz71SNfCijn8=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FCAZ%2FCAZ472_10.jpg
2012-10-10,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.577593,-58.428597",-34.577593,-58.428597,1500.0,USD,8637.31,1500.0,79,18.9873417721519,11,3,,http://www.properati.com.ar/1d6b_alquiler_departamento_palermo_santa-fe-av-_4900,http://cf-thumbs.properati.com.ar/JOMUQxnYaVrcQaaCInKPV18qFww=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FCAZ%2FCAZ482_2.jpg
2012-10-12,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",3300.0,ARS,3333.08,578.84,50,11.5768,,2,,http://www.properati.com.ar/1fhq_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/jLO9Hc0HipUKDyvhZC5J-xbrLMY=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FBAU%2FBA4402_2.jpg
2012-10-13,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.582419,-58.405503",-34.582419,-58.405503,2500.0,USD,14395.53,2500.0,67,37.3134328358209,3,3,,http://www.properati.com.ar/1fnn_alquiler_departamento_palermo_cabello_3100,http://cf-thumbs.properati.com.ar/FCEr4WLWDndhoix5qCs80puakNA=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FCAZ%2FCAZ765_10.jpg
2012-10-13,rent,house,Banfield,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,3436152,"-34.753725,-58.398149",-34.753725,-58.398149,21000.0,ARS,21210.72,3683.56,450,8.185688888888889,,,,http://www.properati.com.ar/1fqr_venta_casa_banfield_leandro-n-alem-600_,http://cf-thumbs.properati.com.ar/po4D6jn9XLXxWBNIz98ERPeCKP8=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FPIC%2FPIC168_2.jpg
2012-10-18,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",5200.0,ARS,5252.18,912.12,51,17.884705882352943,,1,1000,http://www.properati.com.ar/1fsi_alquiler_departamento_tigre_acceso-tigre_,http://cf-thumbs.properati.com.ar/smvVqWX9vmbdQ5IaN9YBCyvEbSk=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FBAU%2FBA4404_2.jpg
2012-10-18,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",4000.0,USD,23032.85,4000.0,470,8.51063829787234,,3,,http://www.properati.com.ar/1g54_alquiler_casa_pilar_sanguinetti-1210_,http://cf-thumbs.properati.com.ar/xhgOIY_siHCr9kUDfi0HtMyE6AU=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3943_2.jpg
2012-10-18,rent,house,Maschwitz,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,"-34.39154,-58.723488",-34.39154,-58.723488,,"","","",226,,,,,http://www.properati.com.ar/1g5b_alquiler_casa_maschwitz_las-glorias-500_,http://cf-thumbs.properati.com.ar/nmwfp-2nHI9k0zSBqBLIZdxdrhU=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FARG%2FARG913_2.jpg
2012-10-21,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",5000.0,USD,28791.06,5000.0,,,,2,,http://www.properati.com.ar/1nw3_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/5lZfxLgIbYhBoXehye-1LME96_M=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31093_2.jpg
2012-10-21,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"","","",3900.0,ARS,3939.13,684.09,66,10.365,1,,$ 1700,http://www.properati.com.ar/1o8u_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/WfWNOPKKiZwoWziqVk57KFovVLI=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2840_2.jpg
2012-10-22,rent,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",15400.0,ARS,15554.54,2701.28,350,7.717942857142858,,,,http://www.properati.com.ar/1v8y_alquiler_casa_tigre__,http://cf-thumbs.properati.com.ar/fh6o5NerN5pJ617Mo22lZ8ekn50=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM5433_2.jpg
2012-10-22,rent,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",6300.0,USD,36276.73,6300.0,450,14.0,,,,http://www.properati.com.ar/1v90_alquiler_casa_tigre__,http://cf-thumbs.properati.com.ar/39LrWnnCrGQHaA-g6b1H4UeeioU=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2720_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1000.0,USD,5758.21,1000.0,101,9.900990099009901,,2,,http://www.properati.com.ar/1v96_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/POcMrp9er8COp2mAcDHorh1Pl-w=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3952_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",12000.0,ARS,12120.4,2104.89,180,11.693833333333332,,2,,http://www.properati.com.ar/1vhf_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/2L7jqW2nMFPY1-P1rJOPqxKd4RE=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31101_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",4000.0,USD,23032.85,4000.0,450,8.88888888888889,,,,http://www.properati.com.ar/1vhg_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/iji_dGR5Wn7xIlhFcfbkRcR__Po=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31102_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",2500.0,USD,14395.53,2500.0,300,8.333333333333334,,2,,http://www.properati.com.ar/1vhh_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/3_xFRQceIk0wi7DOqs9GAB50Iws=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31103_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1700.0,USD,9788.96,1700.0,150,11.333333333333334,,,,http://www.properati.com.ar/1vhi_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/6BBEBpueaKXSfTflaxzREDWZZw0=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31104_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1000.0,USD,5758.21,1000.0,120,8.333333333333334,,,,http://www.properati.com.ar/1vhj_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/ZEmicjLsWnf-FIEPeCYKL3Zsaxo=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31105_2.jpg
2012-10-22,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",5000.0,USD,28791.06,5000.0,380,13.157894736842104,,3,,http://www.properati.com.ar/1vin_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/J5_vPLnAqqtCXWvzTYj3pfy78ms=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3910_10.jpg
2012-10-22,rent,house,Luján,|Argentina|Buenos Aires Interior|Luján|Luján|,3430982,"-34.484812,-59.069101",-34.484812,-59.069101,10000.0,ARS,10100.36,1754.08,,,,,,http://www.properati.com.ar/1w79_alquiler_casa_lujan_buenos-aires-100_,http://cf-thumbs.properati.com.ar/PfxfCYTdG-LcBPn0R3F0z6bCJ5I=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FSIR%2FSIR212_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"-34.463224,-58.855375",-34.463224,-58.855375,2500.0,USD,14395.53,2500.0,,,,2,,http://www.properati.com.ar/22p3_alquiler_casa_pilar_las-camelias_,http://cf-thumbs.properati.com.ar/5bA_SrdDazC-R42UWq-NUmHHRX4=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31246_2.jpg
2012-10-23,rent,house,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,"-34.451317,-58.529152",-34.451317,-58.529152,22000.0,ARS,22220.76,3858.97,,,,3,,http://www.properati.com.ar/22qe_alquiler_casa_san-fernando_gaspar-campos_,http://cf-thumbs.properati.com.ar/0de9iuYbWgwf230MfN_chLyYNWQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAMP999_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",1400.0,USD,8061.49,1400.0,150,9.333333333333334,,,,http://www.properati.com.ar/22ql_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/bhJLzsIfMQyPuiB_DKVEcg-Vopc=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31072_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",3500.0,USD,20153.74,3500.0,500,7.0,,,,http://www.properati.com.ar/22qm_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/V47V7l4_Oy5eF9ZIc2gA3YTU4lA=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31073_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",10000.0,ARS,10100.36,1754.08,230,7.626434782608695,,2,,http://www.properati.com.ar/22y4_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/jGGzR_Xq-6S9J8lA3pD88OP-MjA=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31224_10.jpg
2012-10-23,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",900.0,USD,5182.39,900.0,40,22.5,,,,http://www.properati.com.ar/22yu_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/96iLo64QfCX2WwzMw94naY84DVQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2854_2.jpg
2012-10-23,rent,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,"","","",11000.0,ARS,11110.35,1929.48,180,10.719333333333333,,,,http://www.properati.com.ar/22z3_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/nuIg19s9Qg0SlDukpxcHzANAv3Q=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2841_2.jpg
2012-10-23,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",4300.0,ARS,4343.13,754.25,71,10.623239436619718,,,,http://www.properati.com.ar/22z7_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/z3sitHYfHnvfcHuHW75mCNlVfA8=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM2813_2.jpg
2012-10-23,rent,apartment,Malvinas Argentinas,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Malvinas Argentinas|,,"","","",750.0,USD,4318.65,750.0,,,,,,http://www.properati.com.ar/22zf_alquiler_departamento_malvinas-argentinas__,http://cf-thumbs.properati.com.ar/zeA-ba330CYQx0_v-KttujVb3NQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM31144_2.jpg
2012-10-23,rent,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,"","","",3700.0,ARS,3737.08,649.0,70,9.271428571428572,,1,700,http://www.properati.com.ar/22zu_alquiler_departamento_tigre__,http://cf-thumbs.properati.com.ar/4YUf4wViUzmP9KMqT0tn8PKflVw=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FBAU%2FBA4405_2.jpg
2012-10-23,rent,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,"-34.441821,-58.55575",-34.441821,-58.55575,8500.0,ARS,8585.26,1490.96,220,6.7770909090909095,8,5,$1500,http://www.properati.com.ar/232k_alquiler_departamento_san-fernando_constitucion-1200_,http://cf-thumbs.properati.com.ar/9OYXjMZLWUx_LW15nDDeZDArnys=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FBET%2FBET5027_10.jpg
2012-10-23,rent,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,"-34.441821,-58.55575",-34.441821,-58.55575,8000.0,ARS,8080.26,1403.26,220,6.378454545454545,5,5,$1500,http://www.properati.com.ar/232l_alquiler_departamento_san-fernando_constitucion-1200_,http://cf-thumbs.properati.com.ar/1v_a1ePGUhrIJylR1_ITBvub2ec=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FBET%2FBET5025_10.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"","","",2500.0,USD,14395.53,2500.0,265,9.433962264150944,,2,,http://www.properati.com.ar/2368_alquiler_casa_pilar__,http://cf-thumbs.properati.com.ar/_SjSnMZolP7451KF1AShC1kGltU=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3840_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"-34.463224,-58.855375",-34.463224,-58.855375,2500.0,USD,14395.53,2500.0,260,9.615384615384615,,2,,http://www.properati.com.ar/23k8_alquiler_casa_pilar_las-camelias_,http://cf-thumbs.properati.com.ar/ISFWx3eFefUzY6iA_pJuc95Xbiw=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3781_2.jpg
2012-10-23,rent,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,"-34.454556,-58.935707",-34.454556,-58.935707,2000.0,USD,11516.42,2000.0,180,11.11111111111111,,2,,http://www.properati.com.ar/23k9_alquiler_casa_pilar_bragado_,http://cf-thumbs.properati.com.ar/hQJL5JNsHH0eCMRKGvT3fK6s0ug=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FAMP%2FAM3782_2.jpg
2012-10-23,rent,house,Victoria,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,3427500,"-34.448065,-58.538219",-34.448065,-58.538219,7000.0,ARS,7070.22,1227.85,240,5.116041666666666,,3,,http://www.properati.com.ar/23od_venta_casa_san-fernando_guido-y-spano-700_,http://cf-thumbs.properati.com.ar/gaGA-g8oIvH2Tca5W53mM03TZlE=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FCHO%2FCH1796_2.jpg
2012-10-23,rent,apartment,Concordia,|Argentina|Entre Ríos|Concordia|,3435260,"-31.396137,-58.016386",-31.396137,-58.016386,,"","","",,,,2,,http://www.properati.com.ar/24cg_alquiler_departamento_concordia__,http://cf-thumbs.properati.com.ar/ByGRfMUg04sUvldLIAt3itocdlQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FJON%2FJON1046_2.jpg
2012-10-23,rent,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,6693228,"-34.610911,-58.38479",-34.610911,-58.38479,4000.0,ARS,4040.13,701.63,44,15.946136363636363,1,3,$350,http://www.properati.com.ar/24i2_alquiler_departamento_balvanera__,http://cf-thumbs.properati.com.ar/EhzAEv7itw7Z3Kz1iQnWkC9bZjQ=/198x0/smart/filters:strip_icc()/www.amaira.com%2Fbuscador%2Fimagenes%2FMYM%2FMYM1304_2.jpg
